date,invoice number,value,haircut percent,Daily fee percent,currency,Revenue source,customer,Expected payment duration
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-09,6434,42730.688,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-12,6356,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-07,6439,5335.58025,5,0.048,USD,Google Inc,Genie Adventures,2
2022-11-28,1488,2999.501966,99,0.125,USD,automatic,Genie Adventures,65
2022-02-01,6451,5283.7785,5,0.048,USD,Google Inc,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-18,6396,39047.008,10,0.055,GBP,Facebook,Genie Adventures,2
2022-08-01,6301,30505.475,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2022-04-01,195,369.727156,99,0.125,USD,automatic,Genie Adventures,65
2023-05-12,6342,33383.35,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2021-12-01,6442,6423.417,5,0.048,USD,Google Inc,Genie Adventures,2
2021-12-05,6443,6475.21875,5,0.048,USD,Google Inc,Genie Adventures,2
2021-12-12,6444,5646.39075,5,0.048,USD,Google Inc,Genie Adventures,2
2021-12-19,6445,6009.003,5,0.048,USD,Google Inc,Genie Adventures,2
2022-07-04,236,2062.287826,99,0.125,USD,automatic,Genie Adventures,65
2021-12-26,6446,6009.003,5,0.048,USD,Google Inc,Genie Adventures,2
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-10-24,7009,11309.51,10,0.07,GBP,Little cup,Genie Adventures,60
2022-01-17,3570,6582.56592,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-02-01,3682,999.99,10,0.125,USD,Apple,Genie Adventures,45
2023-03-20,6893,2844.345,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2021-11-21,6441,5335.58025,5,0.048,USD,Google Inc,Genie Adventures,2
2023-09-11,7096,0,10,0.06,USD,Mom's Club ,Genie Adventures,60
2023-01-16,6951,2700,10,0.07,USD,TnT Internet ,Genie Adventures,60
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-01,6419,41993.952,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-01,6415,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-02-14,2177,14125.63,10,0.125,USD,Playwear,Genie Adventures,60
2022-02-20,6454,6112.6065,5,0.048,USD,Google Inc,Genie Adventures,2
2022-05-06,6465,5853.59775,5,0.048,USD,Google Inc,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-05,6355,39415.376,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-25,6221,9365.7564,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-07-01,6385,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-06-10,6470,6216.21,5,0.048,USD,Google Inc,Genie Adventures,2
2022-04-11,197,1211.863927,99,0.125,USD,automatic,Genie Adventures,65
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6417,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6420,41625.584,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6311,33958.925,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-01,6424,44572.528,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-25,6410,40520.48,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-10,6333,35973.4375,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6404,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2023-04-14,6250,9531.522,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-09-11,6483,5439.18375,5,0.048,USD,Google Inc,Genie Adventures,2
2022-09-18,6484,6423.417,5,0.048,USD,Google Inc,Genie Adventures,2
2022-03-11,6457,6216.21,5,0.048,USD,Google Inc,Genie Adventures,2
2023-04-07,6689,22999.977,10,0.05,EUR,Overdrone,Genie Adventures,2
2022-10-01,1151,269.496236,99,0.125,USD,automatic,Genie Adventures,65
2021-11-29,2163,6188.13,10,0.125,USD,Playwear,Genie Adventures,60
2022-10-17,6866,9533.5,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2022-09-19,2214,4244.59,10,0.125,USD,Playwear,Genie Adventures,60
2023-04-10,3582,9385.9122,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-09-05,1139,2267.726668,99,0.125,USD,automatic,Genie Adventures,65
2023-03-20,6843,78.092,10,0.7,USD,Sam's bulb,Genie Adventures,60
2023-06-12,7108,91866.259,10,0.07,USD,Fierra,Genie Adventures,60
2022-03-25,6459,6268.01175,5,0.048,USD,Google Inc,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-04-14,6426,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-03-03,6508,5180.175,5,0.048,USD,Google Inc,Genie Adventures,2
2022-11-01,6490,5594.589,5,0.048,USD,Google Inc,Genie Adventures,2
2023-02-05,6152,17222.4,10,0.052,USD,SuperAmazing,Genie Adventures,65
2022-03-01,190,992.062978,99,0.125,USD,automatic,Genie Adventures,65
2022-06-17,6471,5490.9855,5,0.048,USD,Google Inc,Genie Adventures,2
2021-10-01,2154,13141.66,10,0.125,USD,Playwear,Genie Adventures,60
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-08,6373,36836.8,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-16,6400,44940.896,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-21,6353,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2021-11-14,6352,44204.16,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-24,6867,11841.049,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2020-10-12,3264,69.800662,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-11-01,6438,5180.175,5,0.048,USD,Google Inc,Genie Adventures,2
2023-02-19,6506,5283.7785,5,0.048,USD,Google Inc,Genie Adventures,2
2022-12-26,3515,3633.634543,10,0.125,USD,AlexUndeR,Genie Adventures,65
2023-04-03,3572,2087.06,10,0.125,USD,SpotX Replay,Genie Adventures,65
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-19,6357,38310.272,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-04,6482,5594.589,5,0.048,USD,Google Inc,Genie Adventures,2
2022-09-25,6485,5180.175,5,0.048,USD,Google Inc,Genie Adventures,2
2022-01-09,6448,6268.01175,5,0.048,USD,Google Inc,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-01-09,6360,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-06,6403,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-09-01,1136,1493.41091,99,0.125,USD,automatic,Genie Adventures,65
2022-02-28,3349,363.586567,10,0.125,USD,AlexUndeR,Genie Adventures,65
2023-05-15,3615,2067.287101,10,0.125,USD,AlexUndeR,Genie Adventures,65
2023-01-23,6952,2295,10,0.07,USD,TnT Internet ,Genie Adventures,60
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2021-12-26,6358,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-01,6692,22999.977,10,0.05,EUR,Overdrone,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6431,43467.424,10,0.055,GBP,Facebook,Genie Adventures,2
2023-02-12,6505,5231.97675,5,0.048,USD,Google Inc,Genie Adventures,2
2022-11-01,6314,33671.1375,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2022-05-06,6377,46046,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2023-01-01,6411,41257.216,10,0.055,GBP,Facebook,Genie Adventures,2
2022-04-22,6463,6423.417,5,0.048,USD,Google Inc,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-06-02,6433,45677.632,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-19,6343,29642.1125,7.5,0.055,USD,CloudMedia,Genie Adventures,2
2023-04-01,3540,2082.0162,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-05-22,3687,9182.2944,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-04-24,3596,3443.118809,99.5,0.125,USD,automatic,Genie Adventures,65
2023-08-01,6802,576.1092,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-01-30,3253,695.96,10,0.125,USD,SpotX Replay,Genie Adventures,65
2022-05-13,6554,3941.5376,10,0.05,EUR,Improve Digital,Genie Adventures,2
2023-03-17,6774,2831.829,10,0.06,USD,OpenX,Genie Adventures,2
2022-08-14,6479,5542.78725,5,0.048,USD,Google Inc,Genie Adventures,2
2021-12-01,6530,4604.6,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-10-03,3459,9357.7092,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-10-17,3461,12197.7936,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-09,6399,38678.64,10,0.055,GBP,Facebook,Genie Adventures,2
2022-11-13,6492,5957.20125,5,0.048,USD,Google Inc,Genie Adventures,2
2023-03-01,3664,7910.66,10,0.125,USD,Index Playcrows,Genie Adventures,60
2022-10-23,6137,19540.8,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-08-01,6800,3151.465799,99.5,0.125,USD,automatic,Genie Adventures,65
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2023-05-05,6429,45309.264,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-12-18,6409,40888.848,10,0.055,GBP,Facebook,Genie Adventures,2
2022-10-31,6868,549.749,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2022-05-13,6466,6060.80475,5,0.048,USD,Google Inc,Genie Adventures,2
2021-04-01,3292,2498.636139,10,0.125,USD,AlexUndeR,Genie Adventures,65
2023-08-21,7110,591.535,10,0.07,USD,Fierra,Genie Adventures,60
2022-03-11,6545,3794.1904,10,0.05,EUR,Improve Digital,Genie Adventures,2
2023-03-01,3485,2938.6524,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-04-01,2185,9821.01,10,0.125,USD,Playwear,Genie Adventures,60
2022-03-18,6106,19872,10,0.052,USD,SuperAmazing,Genie Adventures,65
2023-02-27,3484,1312.02,10,0.125,USD,SuperAmazing,Genie Adventures,60
2023-03-06,3486,4959.5058,10,0.125,USD,SuperAmazing,Genie Adventures,60
2022-02-21,3348,4203.067706,10,0.125,USD,AlexUndeR,Genie Adventures,65
2021-06-01,2133,11938.71,10,0.125,USD,Playwear,Genie Adventures,60
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-06,6188,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-04-01,6548,3904.7008,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-01-09,6184,8371.1628,10,0.05,GBP,The Trade Desk,Genie Adventures,2
2022-02-13,6541,3867.864,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-03-18,6546,4346.7424,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-04-08,6549,4273.0688,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-08-07,6478,6423.417,5,0.048,USD,Google Inc,Genie Adventures,2
2022-05-06,6553,4457.2528,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-11-06,6491,6112.6065,5,0.048,USD,Google Inc,Genie Adventures,2
2022-06-01,6556,3867.864,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-06-10,6558,4015.2112,10,0.05,EUR,Improve Digital,Genie Adventures,2
2021-11-21,6529,4125.7216,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-06-24,6560,4273.0688,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-07-07,6562,4125.7216,10,0.05,EUR,Improve Digital,Genie Adventures,2
2022-08-21,6480,6164.40825,5,0.048,USD,Google Inc,Genie Adventures,2
2022-07-21,6564,3831.0272,10,0.05,EUR,Improve Digital,Genie Adventures,2
2021-05-03,2128,6851.94,10,0.125,USD,Playwear,Genie Adventures,60
2022-11-01,6869,30652.049,10,0.7,USD,TnT Mobility ,Genie Adventures,60
2022-08-01,6565,4273.0688,10,0.05,EUR,Improve Digital,Genie Adventures,2
2021-11-14,6440,5801.796,5,0.048,USD,Google Inc,Genie Adventures,2
2023-03-10,6509,5335.58025,5,0.048,USD,Google Inc,Genie Adventures,2
2023-01-15,6501,5335.58025,5,0.048,USD,Google Inc,Genie Adventures,2
2022-09-18,6132,18712.8,10,0.052,USD,SuperAmazing,Genie Adventures,65
2022-09-11,6571,4494.0896,10,0.05,EUR,Improve Digital,Genie Adventures,2
2023-06-02,6521,5905.3995,5,0.048,USD,Google Inc,Genie Adventures,2
